"order_id","courier_id","courier_age_years","courier_rating_1_to_5","restaurant_latitude_deg","restaurant_longitude_deg","customer_latitude_deg","customer_longitude_deg","order_type","vehicle_type","temperature_celsius","humidity_percent","precipitation_mm","weather_description","traffic_level","distance_km","delivery_time_min","order_type_factor","vehicle_type_factor","traffic_level_cleaned","traffic_level_factor","weather_description_cleaned","weather_category","long_delivery_flag","average_speed_kmph"
"3E2E","MYSRES010DEL03",25,4.9,12.321214,76.621094,12.411214,76.711094,"Snack ","motorcycle ",18.28,77,0,"scattered clouds","Moderate",18.24,36.56666667,"Snack","motorcycle","moderate","moderate","scattered clouds","Clear",0,29.9288969890676
"B956","MYSRES09DEL01",22,4.6,12.323194,76.630583,12.393194,76.700583,"Drinks ","motorcycle ",18.32,77,0,"scattered clouds","High",16.46,42.15,"Drinks","motorcycle","high","high","scattered clouds","Clear",1,23.4306049822064
"613E","PUNERES05DEL01",35,4.6,18.543626,73.905101,18.583626,73.945101,"Snack ","scooter ",19.18,65,0,"clear sky","Moderate",11.07,31.75,"Snack","scooter","moderate","moderate","clear sky","Clear",0,20.9196850393701
"3.10E+08","RANCHIRES19DEL01",27,4.9,23.333017,85.3172,23.343017,85.3272,"Drinks ","scooter ",17.7,68,0,"clear sky","Very Low",2.21,15.83333333,"Drinks","scooter","very low","very low","clear sky","Clear",0,8.37473684386837
"19AF","PUNERES010DEL03",38,4.9,18.539299,73.897902,18.569299,73.927902,"Snack ","scooter ",19.22,65,0,"clear sky","Moderate",8.03,29.48333333,"Snack","scooter","moderate","moderate","clear sky","Clear",0,16.3414358413049
"A122","SURRES16DEL01",22,4.7,21.160437,72.774209,21.200437,72.814209,"Snack ","motorcycle ",23.38,43,0,"clear sky","Low",8.82,24.26666667,"Snack","motorcycle","low","low","clear sky","Clear",0,21.8076923046967
"D38C","AURGRES18DEL02",24,5,19.888716,75.321461,19.938716,75.371461,"Drinks ","scooter ",17.72,82,0,"mist","Moderate",11.91,34.25,"Drinks","scooter","moderate","moderate","mist","Rainy",0,20.8642335766423
"C422","LUDHRES05DEL02",32,4.8,30.905562,75.832841,30.985562,75.912841,"Snack ","motorcycle ",18.72,58,0,"clear sky","High",15.91,37.38333333,"Snack","motorcycle","high","high","clear sky","Clear",0,25.5354436045952
"C96C","KOCRES010DEL03",29,4.7,10.035573,76.336958,10.065573,76.366958,"Meal ","motorcycle ",23.91,88,0,"mist","Low",7.45,21.13333333,"Meal","motorcycle","low","low","mist","Rainy",0,21.1514195616958
"DE2B","KOLRES08DEL02",20,4.5,22.53796,88.349843,22.55796,88.369843,"Snack ","motorcycle ",22.97,83,0,"haze","Low",5.99,19.96666667,"Snack","motorcycle","low","low","haze","Poor Visibility",0,17.999999996995
"2.20E+04","HYDRES18DEL03",37,4.8,17.450851,78.379347,17.540851,78.469347,"Meal ","motorcycle ",21.25,66,0,"broken clouds","Very High",25.6,50.18333333,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,30.6077715065166
"211C","PUNERES03DEL03",24,4.5,18.554382,73.798206,18.614382,73.858206,"Drinks ","motorcycle ",19.12,65,0,"clear sky","High",13.34,44.81666667,"Drinks","motorcycle","high","high","clear sky","Clear",1,17.8594272950644
"A649","BANGRES03DEL03",33,4,12.979166,77.640709,13.009166,77.670709,"Buffet ","motorcycle ",19.52,92,0,"mist","Low",8.93,25.31666667,"Buffet","motorcycle","low","low","mist","Rainy",0,21.1639236311832
"92B1","MUMRES02DEL03",26,4.6,19.221315,72.862381,19.251315,72.892381,"Drinks ","motorcycle ",25.46,44,0,"smoke","High",9.1,45.68333333,"Drinks","motorcycle","high","high","smoke","Poor Visibility",1,11.9518423941592
"4EA6","SURRES010DEL01",30,4.8,21.17106,72.789292,21.24106,72.859292,"Buffet ","motorcycle ",22.97,43,0,"clear sky","Moderate",13.57,29.45,"Buffet","motorcycle","moderate","moderate","clear sky","Clear",0,27.6468590831919
"8178","COIMBRES06DEL03",25,4.3,11.021278,76.995017,11.081278,77.055017,"Snack ","motorcycle ",23.97,78,0,"mist","Moderate",12.91,33.36666667,"Snack","motorcycle","moderate","moderate","mist","Rainy",0,23.2147852124661
"2CED","RANCHIRES05DEL01",20,4.9,23.355164,85.324097,23.395164,85.364097,"Snack ","motorcycle ",17.62,68,0,"clear sky","Low",7.54,21.31666667,"Snack","motorcycle","low","low","clear sky","Clear",0,21.2228303328815
"5433","HYDRES01DEL01",33,4.7,17.410371,78.437225,17.420371,78.447225,"Drinks ","motorcycle ",21.36,65,0,"broken clouds","Very Low",3.22,18.55,"Drinks","motorcycle","very low","very low","broken clouds","Clear",0,10.4150943396226
"3520","COIMBRES19DEL03",30,4.7,11.022298,76.998349,11.082298,77.058349,"Drinks ","electric_scooter ",23.97,78,0,"mist","Moderate",11.43,33.78333333,"Drinks","electric_scooter","moderate","moderate","mist","Rainy",0,20.2999506680118
"4E7C","JAPRES010DEL03",26,4.6,26.921411,75.793604,26.951411,75.823604,"Meal ","electric_scooter ",18.74,68,0,"haze","Moderate",6.66,25.41666667,"Meal","electric_scooter","moderate","moderate","haze","Poor Visibility",0,15.7219672110529
"ABAD","BANGRES06DEL01",34,3.5,12.979096,77.640625,13.089096,77.750625,"Meal ","scooter ",19.07,93,0,"fog","High",22.12,45.91666667,"Meal","scooter","high","high","fog","Poor Visibility",1,28.9045372029833
"5A1F","SURRES05DEL01",28,4.6,21.175104,72.804342,21.185104,72.814342,"Snack ","scooter ",23.61,44,0,"clear sky","Very Low",2.61,12.15,"Snack","scooter","very low","very low","clear sky","Clear",0,12.8888888888889
"7C37","JAPRES12DEL03",35,4.7,26.902908,75.792934,26.932908,75.822934,"Drinks ","scooter ",19.7,64,0,"haze","Low",5.96,26.48333333,"Drinks","scooter","low","low","haze","Poor Visibility",0,13.5028319714919
"91BD","INDORES13DEL03",29,4.7,22.745049,75.892471,22.805049,75.952471,"Meal ","motorcycle ",17.18,72,0,"haze","Moderate",13.4,26.81666667,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,29.98135487508
"36C5","MUMRES09DEL01",29,4.8,18.994049,72.825203,19.034049,72.865203,"Buffet ","motorcycle ",26.99,44,0,"smoke","Moderate",7.88,29.98333333,"Buffet","motorcycle","moderate","moderate","smoke","Poor Visibility",0,15.76876042421
"C611","KNPRES19DEL02",28,4.9,26.49095,80.318656,26.62095,80.448656,"Meal ","motorcycle ",19.99,56,0,"clear sky","Very High",27.05,56.11666667,"Meal","motorcycle","very high","very high","clear sky","Clear",1,28.921888920171
"7635","PUNERES01DEL01",39,4.1,18.569156,73.774723,18.639156,73.844723,"Buffet ","motorcycle ",18.98,65,0,"clear sky","High",18.32,42.03333333,"Buffet","motorcycle","high","high","clear sky","Clear",1,26.1506740702736
"9032","RANCHIRES01DEL03",33,4.3,23.416792,85.316842,23.506792,85.406842,"Drinks ","electric_scooter ",17.41,69,0,"clear sky","High",18.92,40.35,"Drinks","electric_scooter","high","high","clear sky","Clear",1,28.1338289962825
"9BD8","MUMRES20DEL01",33,4.6,19.103249,72.846749,19.143249,72.886749,"Drinks ","motorcycle ",26.84,44,0,"smoke","Moderate",8.18,39.38333333,"Drinks","motorcycle","moderate","moderate","smoke","Poor Visibility",0,12.4621244191673
"6CA8","PUNERES06DEL01",27,4.2,18.546258,73.904337,18.616258,73.974337,"Meal ","scooter ",19.33,65,0,"clear sky","High",16.78,45.2,"Meal","scooter","high","high","clear sky","Clear",1,22.2743362831858
"59BA","JAPRES010DEL02",24,4.6,26.921411,75.793604,27.001411,75.873604,"Buffet ","motorcycle ",19.72,46,0,"clear sky","Moderate",15.56,32.13333333,"Buffet","motorcycle","moderate","moderate","clear sky","Clear",0,29.0539419117276
"FA8","MUMRES20DEL03",37,4,19.103249,72.846749,19.163249,72.906749,"Meal ","motorcycle ",26.69,44,0,"smoke","Very High",19.24,53.9,"Meal","motorcycle","very high","very high","smoke","Poor Visibility",1,21.417439703154
"A2F1","HYDRES15DEL02",33,4.8,17.45971,78.368855,17.53971,78.448855,"Snack ","motorcycle ",21.14,65,0,"broken clouds","Very High",22.49,55.63333333,"Snack","motorcycle","very high","very high","broken clouds","Clear",1,24.2552426617289
"3780","SURRES01DEL01",29,4.6,21.186438,72.794115,21.296438,72.904115,"Drinks ","scooter ",22.79,43,0,"clear sky","High",20.21,47.21666667,"Drinks","scooter","high","high","clear sky","Clear",1,25.6816095993165
"A64","INDORES16DEL02",35,4.6,22.744648,75.894377,22.824648,75.974377,"Snack ","electric_scooter ",17.23,53,0,"clear sky","Moderate",17.48,33.78333333,"Snack","electric_scooter","moderate","moderate","clear sky","Clear",0,31.0448939349822
"DA73","AURGRES19DEL03",34,5,19.866969,75.318894,19.926969,75.378894,"Buffet ","motorcycle ",17.77,82,0,"mist","High",18.28,44.21666667,"Buffet","motorcycle","high","high","mist","Rainy",1,24.8051262702748
"239F","MUMRES17DEL02",34,3.5,19.121999,72.908493,19.251999,73.038493,"Drinks ","motorcycle ",26.99,48,0,"clear sky","Very High",25.54,63.36666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,24.1830615452823
"5222","RANCHIRES16DEL02",20,4.3,23.371292,85.327872,23.501292,85.457872,"Drinks ","scooter ",17.73,67,0,"clear sky","Very High",26.18,56.16666667,"Drinks","scooter","very high","very high","clear sky","Clear",1,27.9667655769753
"5293","JAPRES14DEL01",35,4.6,26.88842,75.800689,26.89842,75.810689,"Snack ","scooter ",19.63,64,0,"haze","Very Low",1.78,10.38333333,"Snack","scooter","very low","very low","haze","Poor Visibility",0,10.2857142890163
"86A8","PUNERES12DEL01",28,4.6,18.520016,73.830547,18.630016,73.940547,"Snack ","electric_scooter ",18.91,64,0,"clear sky","Very High",20.24,59.38333333,"Snack","electric_scooter","very high","very high","clear sky","Clear",1,20.450182431684
"B329","MUMRES19DEL02",37,4.8,19.131141,72.813074,19.26114,72.943074,"Drinks ","motorcycle ",25.56,47,0,"clear sky","Very High",35.1,89.31666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,23.579025936795
"9E9C","VADRES05DEL01",36,4.4,22.310526,73.170937,22.420526,73.280937,"Meal ","motorcycle ",22.47,44,0,"clear sky","High",21.29,40.3,"Meal","motorcycle","high","high","clear sky","Clear",1,31.697270471464
"6712","CHENRES02DEL01",33,4.8,13.086438,80.220672,13.156439,80.290672,"Meal ","motorcycle ",26.35,88,0,"scattered clouds","High",14.2,42.48333333,"Meal","motorcycle","high","high","scattered clouds","Clear",1,20.0549235009851
"12F0","COIMBRES14DEL01",25,4.7,11.003681,76.975525,11.073681,77.045525,"Snack ","motorcycle ",25.06,73,0,"mist","High",14.51,38.16666667,"Snack","motorcycle","high","high","mist","Rainy",0,22.8104803473528
"766A","PUNERES08DEL02",20,4.6,18.53408,73.89852,18.66408,74.02852,"Drinks ","scooter ",19.53,65,0,"clear sky","Very High",30.42,64.18333333,"Drinks","scooter","very high","very high","clear sky","Clear",1,28.4372890173169
"9EF2","MYSRES12DEL01",38,4.8,12.284747,76.625861,12.324747,76.665861,"Buffet ","electric_scooter ",18.19,81,0,"broken clouds","Moderate",9.36,25.83333333,"Buffet","electric_scooter","moderate","moderate","broken clouds","Clear",0,21.7393548415148
"AE89","VADRES19DEL03",28,4.1,22.311844,73.165081,22.401844,73.255081,"Snack ","scooter ",22.48,43,0,"clear sky","Moderate",18.12,33.8,"Snack","scooter","moderate","moderate","clear sky","Clear",0,32.1656804733728
"2701","INDORES04DEL01",31,4.8,22.753659,75.903365,22.793659,75.943365,"Snack ","scooter ",17.12,72,0,"haze","Moderate",9.33,28.01666667,"Snack","scooter","moderate","moderate","haze","Poor Visibility",0,19.9809637096989
"1492","JAPRES16DEL03",30,4.6,26.849596,75.800512,26.879596,75.830512,"Snack ","motorcycle ",19.44,64,0,"haze","Low",6.05,17.28333333,"Snack","motorcycle","low","low","haze","Poor Visibility",0,21.0028929645136
"17DC","INDORES08DEL01",26,5,22.725748,75.898497,22.795748,75.968497,"Meal ","scooter ",17.18,72,0,"haze","High",16.66,34.7,"Meal","scooter","high","high","haze","Poor Visibility",0,28.806916426513
"6C40","CHENRES20DEL02",25,4.6,12.975996,80.221898,12.995996,80.241898,"Buffet ","scooter ",26.35,88,0,"mist","Low",3.99,18.88333333,"Buffet","scooter","low","low","mist","Rainy",0,12.6778464276572
"AD55","JAPRES17DEL02",20,4.9,26.892312,75.806896,27.022313,75.936896,"Buffet ","motorcycle ",19.96,47,0,"clear sky","High",23.52,47.91666667,"Buffet","motorcycle","high","high","clear sky","Clear",1,29.4511304327338
"39F2","BANGRES12DEL02",28,4.7,12.939496,77.625999,12.959496,77.645999,"Snack ","electric_scooter ",19.77,91,0,"mist","Low",8.88,21.06666667,"Snack","electric_scooter","low","low","mist","Rainy",0,25.2911392365046
"E24A","BHPRES18DEL01",38,4.8,23.234631,77.401663,23.244631,77.411663,"Meal ","motorcycle ",18.52,56,0,"clear sky","Very Low",1.86,6.166666667,"Meal","motorcycle","very low","very low","clear sky","Clear",0,18.0972972963191
"4610","MUMRES14DEL03",36,4.6,19.1813,72.836191,19.2713,72.926191,"Snack ","motorcycle ",24.74,47,0,"clear sky","Very High",22.23,56.68333333,"Snack","motorcycle","very high","very high","clear sky","Clear",1,23.530726258367
"1BD7","CHENRES09DEL01",21,4.4,13.044694,80.26147,13.154694,80.37147,"Snack ","motorcycle ",26.42,87,0,"scattered clouds","Very High",21.39,63.43333333,"Snack","motorcycle","very high","very high","scattered clouds","Clear",1,20.2322648460448
"124F","BANGRES11DEL01",30,4.7,12.934365,77.616155,12.974365,77.656155,"Snack ","scooter ",19.66,91,0,"mist","Moderate",9.9,30.9,"Snack","scooter","moderate","moderate","mist","Rainy",0,19.2233009708738
"5C7F","RANCHIRES010DEL01",33,4.7,23.354422,85.3329,23.464422,85.4429,"Meal ","scooter ",17.88,67,0,"clear sky","High",17.44,32.91666667,"Meal","scooter","high","high","clear sky","Clear",0,31.7893670853884
"C20D","AGRRES17DEL03",24,4.8,27.157772,78.04725,27.187772,78.07725,"Buffet ","scooter ",21.64,52,0,"clear sky","Moderate",7.29,30.8,"Buffet","scooter","moderate","moderate","clear sky","Clear",0,14.2012987012987
"BBAC","MYSRES17DEL02",20,4.8,12.326356,76.619103,12.376356,76.669103,"Meal ","scooter ",18.4,81,0,"scattered clouds","Moderate",11.89,27.36666667,"Meal","scooter","moderate","moderate","scattered clouds","Clear",0,26.0682094974338
"B212","BANGRES02DEL02",25,4.6,12.970221,77.645396,13.020221,77.695396,"Meal ","motorcycle ",19.9,93,0,"mist","Moderate",11.08,31.26666667,"Meal","motorcycle","moderate","moderate","mist","Rainy",0,21.262260125665
"6A2E","HYDRES05DEL01",20,4.8,17.433809,78.386744,17.443809,78.396744,"Snack ","motorcycle ",21.29,66,0,"broken clouds","Very Low",2.52,14.45,"Snack","motorcycle","very low","very low","broken clouds","Clear",0,10.4636678200692
"B3B8","JAPRES04DEL01",27,5,26.902328,75.794257,27.012328,75.904257,"Meal ","motorcycle ",19.9,46,0,"clear sky","High",20.18,40.11666667,"Meal","motorcycle","high","high","clear sky","Clear",1,30.1819692538278
"64AC","COIMBRES14DEL03",29,4.6,11.003681,76.975525,11.063681,77.035525,"Meal ","scooter ",24.96,73,0,"mist","Moderate",11.74,26.4,"Meal","scooter","moderate","moderate","mist","Rainy",0,26.6818181818182
"6DD9","INDORES11DEL02",27,4.7,22.751234,75.88949,22.881234,76.01949,"Snack ","electric_scooter ",17.22,53,0,"clear sky","Very High",31.11,53.45,"Snack","electric_scooter","very high","very high","clear sky","Clear",1,34.9223573433115
"5A8A","BANGRES03DEL02",21,4.8,12.979166,77.640709,13.059166,77.720709,"Snack ","motorcycle ",19.37,93,0,"mist","High",18.04,40.58333333,"Snack","motorcycle","high","high","mist","Rainy",1,26.6710472301167
"2BFC","CHENRES02DEL01",32,4.8,13.086438,80.220672,13.196438,80.330672,"Snack ","motorcycle ",26.36,87,0,"scattered clouds","Very High",26.35,60.41666667,"Snack","motorcycle","very high","very high","scattered clouds","Clear",1,26.1682758606252
"D1BD","KOCRES010DEL02",27,4.4,10.035573,76.336958,10.165573,76.466958,"Snack ","motorcycle ",23.94,88,0,"mist","Very High",31.38,61.66666667,"Snack","motorcycle","very high","very high","mist","Rainy",1,30.5318918902415
"389C","MUMRES03DEL03",26,4.8,19.22384,72.841347,19.25384,72.871347,"Meal ","motorcycle ",26.98,44,0,"smoke","Low",6.64,23.13333333,"Meal","motorcycle","low","low","smoke","Poor Visibility",0,17.2219020197726
"FCF","INDORES08DEL01",37,4.4,22.725748,75.898497,22.765747,75.938497,"Drinks ","motorcycle ",17.07,72,0,"haze","Moderate",9.69,32.86666667,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,17.6896551706197
"557D","MUMRES07DEL03",31,4.6,19.091458,72.827808,19.151458,72.887808,"Snack ","scooter ",26.49,44,0,"smoke","High",16.26,51.1,"Snack","scooter","high","high","smoke","Poor Visibility",1,19.0919765166341
"901A","MUMRES12DEL03",26,4.7,19.207222,72.972281,19.237222,73.002281,"Buffet ","motorcycle ",27.05,48,0,"clear sky","Low",4.74,15.63333333,"Buffet","motorcycle","low","low","clear sky","Clear",0,18.1918976584631
"E091","BHPRES13DEL01",22,4.6,23.230791,77.43702,23.240791,77.44702,"Buffet ","scooter ",18.35,57,0,"clear sky","Very Low",3.18,11.31666667,"Buffet","scooter","very low","very low","clear sky","Clear",0,16.8600883602769
"67AC","JAPRES05DEL03",22,4.9,26.905287,75.794592,26.995287,75.884592,"Drinks ","motorcycle ",19.94,46,0,"clear sky","High",17.58,47.21666667,"Drinks","motorcycle","high","high","clear sky","Clear",1,22.3395693595242
"A540","HYDRES20DEL01",31,4.9,17.483216,78.552111,17.593216,78.662111,"Meal ","motorcycle ",21.33,67,0,"broken clouds","Very High",28.06,52.1,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,32.3147792706334
"5CE0","JAPRES14DEL02",34,4.6,26.88842,75.800689,26.93842,75.850689,"Meal ","electric_scooter ",19.51,68,0,"haze","High",12.06,34.33333333,"Meal","electric_scooter","high","high","haze","Poor Visibility",0,21.075728157386
"7EC2","RANCHIRES04DEL03",29,4.6,23.359033,85.325347,23.449033,85.415347,"Drinks ","motorcycle ",17.78,68,0,"clear sky","High",18.88,40.13333333,"Drinks","motorcycle","high","high","clear sky","Clear",1,28.2259136236068
"30A4","VADRES01DEL01",37,5,22.307898,73.167788,22.417898,73.277788,"Buffet ","motorcycle ",22.47,44,0,"clear sky","High",20.94,40.46666667,"Buffet","motorcycle","high","high","clear sky","Clear",1,31.0477759447242
"235D","RANCHIRES04DEL02",28,4.6,23.359033,85.325347,23.409033,85.375347,"Drinks ","motorcycle ",17.72,68,0,"clear sky","Moderate",9.71,34.8,"Drinks","motorcycle","moderate","moderate","clear sky","Clear",0,16.7413793103448
"3527","COIMBRES18DEL01",36,4.2,11.02091,76.940432,11.13091,77.050432,"Meal ","motorcycle ",25.11,73,0,"mist","High",23.71,47.35,"Meal","motorcycle","high","high","mist","Rainy",1,30.0443505807814
"81A6","SURRES03DEL02",33,4.7,21.186884,72.793616,21.236884,72.843616,"Buffet ","motorcycle ",23.08,43,0,"clear sky","Low",8.08,19.2,"Buffet","motorcycle","low","low","clear sky","Clear",0,25.25
"8F99","COIMBRES09DEL02",27,4.7,11.008638,76.984311,11.028638,77.004311,"Buffet ","motorcycle ",24.88,73,0,"mist","Low",4.59,18.05,"Buffet","motorcycle","low","low","mist","Rainy",0,15.2576177285319
"B092","SURRES13DEL02",25,4.6,21.170096,72.789122,21.250096,72.869122,"Drinks ","scooter ",22.9,43,0,"clear sky","High",15.72,41.18333333,"Drinks","scooter","high","high","clear sky","Clear",1,22.9024686380334
"1780","VADRES010DEL01",28,4.8,22.310329,73.169083,22.320329,73.179083,"Buffet ","scooter ",22.96,42,0,"clear sky","Very Low",2.9,12.23333333,"Buffet","scooter","very low","very low","clear sky","Clear",0,14.2234332463824
"D2B","COIMBRES06DEL02",21,4.6,11.021278,76.995017,11.151278,77.125017,"Meal ","motorcycle ",25.27,73,0,"mist","Very High",32.94,50.78333333,"Meal","motorcycle","very high","very high","mist","Rainy",1,38.9182802782355
"902E","COIMBRES010DEL01",21,4.7,11.003008,76.97544,11.013008,76.98544,"Drinks ","scooter ",24.9,73,0,"mist","Very Low",2.09,18.15,"Drinks","scooter","very low","very low","mist","Rainy",0,6.90909090909091
"4345","BANGRES010DEL01",21,4.6,12.933298,77.614293,13.043298,77.724293,"Meal ","scooter ",19.49,93,0,"mist","Very High",26.71,50.71666667,"Meal","scooter","very high","very high","mist","Rainy",1,31.599079853329
"6538","VADRES010DEL03",36,4.4,22.310329,73.169083,22.340329,73.199083,"Snack ","motorcycle ",22.86,42,0,"clear sky","Low",6.97,17.73333333,"Snack","motorcycle","low","low","clear sky","Clear",0,23.5827067713501
"3B0D","VADRES010DEL03",37,4.2,22.310329,73.169083,22.340329,73.199083,"Buffet ","scooter ",22.86,42,0,"clear sky","Low",6.97,15.73333333,"Buffet","scooter","low","low","clear sky","Clear",0,26.5805084802077
